LOCATION ACCOUNT #,BUSINESS NAME,DBA NAME,STREET ADDRESS,CITY,ZIP CODE,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,NAICS,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE,LOCATION END DATE,LOCATION
0000813489-0001-3,ABRAHAM M KHOUREIS,AMERICAN NOTARY GROUP,2223 COLORADO BLVD,LOS ANGELES,90041-1142,2223 COLORADO 90041-1142,POST OFFICE BOX #1456,GLENDALE,91209-1456,445100,Grocery stores (including supermarkets & convenience stores without gas),14,02/01/1998,,"(34.1392, -118.2147)"
0000178218-0034-0,RALPHS GROCERY CO,RALPHS GROCERY CO #156,10309 W OLYMPIC BLVD,LOS ANGELES,90064-2517,10309 OLYMPIC 90064-2517,POST OFFICE BOX #54143,LOS ANGELES,90054-0143,445100,Grocery stores (including supermarkets & convenience stores without gas),5,08/15/1988,,"(34.0522, -118.4175)"
0002855524-0001-6,NAYELY GARCIA MARTINEZ,ZELIAS MINI MARKET,5117 AVALON BLVD,LOS ANGELES,90011-4525,5117 AVALON 90011-4525,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),9,10/01/2015,,"(33.9961, -118.2651)"
0002831825-0002-1,ABRAHAN RIVAS,LOS TRES AMIGOS MEAT MARKET,9701   AVALON BLVD,LOS ANGELES,90003-4312,9701 AVALON 90003-4312,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),8,07/01/2017,,"(33.9482, -118.2655)"
0002826191-0001-3,STEVEN KYUIN SHIM,7-ELEVEN STORE 18821C,11075 W OLYMPIC BLVD,LOS ANGELES,90064-1938,11075 OLYMPIC 90064-1938,POST OFFICE BOX #219088,DALLAS,75221-9088,445100,Grocery stores (including supermarkets & convenience stores without gas),5,05/05/2015,,"(34.0407, -118.437)"
0002795042-0001-3,MOHAMMAD SHAHBAZ BAIG,FIESTA MINI MARKET,3657 POMEROY STREET,LOS ANGELES,90063-3714,3657 POMEROY 90063-3714,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),0,11/04/2014,,"(34.0512, -118.1865)"
0002904967-0001-3,EUI HWA CHUNG,HOOPER MARKET,2339   HOOPER AVENUE,LOS ANGELES,90011-1713,2339 HOOPER 90011-1713,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),9,04/05/2016,,"(34.0177, -118.2493)"
0002956576-0001-6,MGN LA BREA LIQUOR INC,LIQUOR TOWN,1298 S LA BREA AVENUE,LOS ANGELES,90019-1628,1298 LA BREA 90019-1628,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),10,01/17/2017,,"(34.0504, -118.3441)"
0000032242-0028-4,SMART & FINAL STORES LLC,,845 S FIGUEROA STREET,LOS ANGELES,90017-2515,845 FIGUEROA 90017-2515,POST OFFICE BOX #512377,LOS ANGELES,90051-0377,445100,Grocery stores (including supermarkets & convenience stores without gas),14,07/18/2013,,"(34.0469, -118.2621)"
0002954408-0001-7,FELICIANO GUADALUPE LEON,ANGELES MINI MARKET,7512 S HOOVER STREET,LOS ANGELES,90044-6008,7512 HOOVER 90044-6008,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),8,01/10/2017,,"(33.9712, -118.287)"
0002924490-0001-4,RAFAEL JACOBO & ANGELITA MEJIA,,3405   DREW STREET,LOS ANGELES,90065-2095,3405 DREW 90065-2095,460 W EDNA PLACE,COVINA,91723-1026,445100,Grocery stores (including supermarkets & convenience stores without gas),13,10/29/2015,,"(34.1213, -118.2419)"
0003004874-0001-1,"ANGELA SOOK, LEE",ADAIR MARKET,3600   ADAIR STREET,LOS ANGELES,90011-2609,3600 ADAIR 90011-2609,3600   ADAIR STREET,LOS ANGELES,90011-2609,445100,Grocery stores (including supermarkets & convenience stores without gas),9,10/01/2017,,"(34.0139, -118.267)"
0002758120-0001-1,HAPPY DHOOR ONE INC,HAPPY'S MARKET & SPIRITS,807 N AVE 50 UNIT #11,LOS ANGELES,90042-3101,807 AVE 50 90042-3101,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),1,06/20/2014,,"(34.1136, -118.2082)"
0000648780-0001-1,RAHEL VEGAN INC,RAHEL'S INTERNATIONAL VEGGIE CUISINE,1047 S FAIRFAX AVENUE,LOS ANGELES,90019-4402,1047 FAIRFAX 90019-4402,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),10,01/01/2002,,"(34.057, -118.3643)"
0000358702-0001-1,BUNKER HLL MARKET INC,BUNKER HILL MARKET | BUNKER HILL MARKET/DELI,800 W 1ST STREET #101,LOS ANGELES,90012-2476,800 1ST 90012-2476,800 W 1ST STREET,LOS ANGELES,90012-2412,445100,Grocery stores (including supermarkets & convenience stores without gas),14,05/01/1996,,"(34.0571, -118.2509)"
0002905696-0001-2,ELAT SUPERMARKET INC,,8730 W PICO BLVD,LOS ANGELES,90035-2206,8730 PICO 90035-2206,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),5,05/07/2015,,"(34.0542, -118.3824)"
0002884059-0001-1,JAIME FLORES,DANI MINI MARKET,5024 S VERMONT AVENUE,LOS ANGELES,90037-2908,5024 VERMONT 90037-2908,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),9,01/26/2016,,"(33.9971, -118.2911)"
0003003331-0001-4,SUSANA LOZA,SUSY'S PRODUCE,4433 S ALAMEDA STREET   SPACE #AA1,LOS ANGELES,90058-2008,4433 ALAMEDA 90058,11802   GRAYSTONE AVENUE   BUILDING,NORWALK,90650-7806,445100,Grocery stores (including supermarkets & convenience stores without gas),9,06/30/2017,,"(34.0031, -118.2401)"
0002990867-0001-3,YANET G GARCIA TORRES,EL CHIVISTA MEAT MARKET,5120   AVALON BLVD,LOS ANGELES,90011-4526,5120 AVALON 90011,5120   AVALON BLVD,LOS ANGELES,90011-4526,445100,Grocery stores (including supermarkets & convenience stores without gas),9,06/02/2017,,"(33.9961, -118.265)"
0000075032-0007-9,BERBERIAN ENTERPRISES INC,JONS MARKEPLACE #70 | JONS MARKETPLACE #70,5315 SANTA MONICA BLVD,LOS ANGELES,90029-1105,5315 SANTA MONICA 90029-1105,5315 SANTA MONICA BLVD,LOS ANGELES,90029-1105,445100,Grocery stores (including supermarkets & convenience stores without gas),13,08/10/1989,,"(34.0907, -118.3052)"
0002619826-0001-2,FAIRFAX GROCERY INC,,511 N FAIRFAX AVENUE,LOS ANGELES,90036-1715,511 FAIRFAX 90036-1715,POST OFFICE BOX #481168,LOS ANGELES,90048-9349,445100,Grocery stores (including supermarkets & convenience stores without gas),5,03/07/2012,,"(34.0804, -118.3614)"
0002933396-0001-2,SHIMSKY,7-ELEVEN,11075 W OLYMPIC BLVD,LOS ANGELES,90064-1938,11075 OLYMPIC 90064-1938,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),5,10/29/2015,,"(34.0407, -118.4379)"
0002985475-0001-5,"LA MILPA ENTERPRISES , INC..",,6723 S BROADWAY,LOS ANGELES,90003-1844,6723 BROADWAY 90003-1844,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),9,04/07/2017,,"(0.0, 0.0)"
0002703158-0002-9,JAQUELINA ORDUNA ALONSO,EVELYN'S MARKET,6501   COMPTON AVENUE,LOS ANGELES,90001-1747,6501 COMPTON 90001-1747,1611 E 43RD STREET,LOS ANGELES,90011-3803,445100,Grocery stores (including supermarkets & convenience stores without gas),0,05/08/2017,,"(33.9806, -118.2481)"
0002390270-0001-3,ANTONIO ESPINOSA ORTEGA,RAQUELITO'S MINI MARKET,7404 S CENTRAL AVENUE,LOS ANGELES,90001-2425,7404 CENTRAL 90001-2425,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),9,02/09/2008,,"(33.9729, -118.2561)"
0002546357-0001-9,MYBK INC,M & J LIQUOR,7405 CRENSHAW BLVD UNIT #3,LOS ANGELES,90043-4931,7405 CRENSHAW 90043-4931,8437   RHEA AVENUE,NORTHRIDGE,91324-4542,445100,Grocery stores (including supermarkets & convenience stores without gas),8,03/01/2011,,"(33.9726, -118.3308)"
0002929576-0001-9,YOUNGS GOURMET MARKET INC,,5421 S HOOVER STREET,LOS ANGELES,90037-3735,5421 HOOVER 90037-3735,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),9,08/25/2016,,"(33.9926, -118.2874)"
0002982711-0001-8,AHMED H IBRAHIM,SNA GENERAL DISCOUNT & MARKET,9522  1/2 S FIGUEROA STREET,LOS ANGELES,90003-3927,9522 FIGUEROA 90003-3927,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),8,04/21/2017,,"(33.9494, -118.2823)"
0002999823-0001-6,DAWIT TECLE,K S MARKET,8004   AVALON BLVD,LOS ANGELES,90003-2613,8004 AVALON 90003-2613,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),9,08/02/2017,,"(33.9662, -118.2648)"
0002989910-0001-1,FARHAD BIN ZAHED,AMAR MART,2975   LEEWARD AVENUE   SUITE #204,LOS ANGELES,90005-1165,2975 LEEWARD 90005-1165,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),1,06/06/2017,,"(34.059, -118.2887)"
0002929407-0001-0,ELFIDO CRUZ ROMERO AGUILON,EMMANUEL MINI MARKET,5135 S WESTERN AVENUE,LOS ANGELES,90062-2333,5135 WESTERN 90062-2333,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),8,05/15/2016,,"(33.9962, -118.3091)"
0002618454-0001-4,A J 2 INC,7-ELEVEN #39560,5401 S FIGUEROA STREET   UNIT #8-9,LOS ANGELES,90037-3760,5401 FIGUEROA 90037-3760,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),9,05/30/2012,,"(33.9931, -118.2831)"
0000075032-0009-5,BERBERIAN ENTERPRISES INC,JONS MARKET #11 | JONS MARKET#11,1601 N VERMONT AVENUE,LOS ANGELES,90027-5312,1601 VERMONT 90027-5312,5315 SANTA MONICA BLVD,LOS ANGELES,90029-1105,445100,Grocery stores (including supermarkets & convenience stores without gas),13,06/30/1994,,"(34.1005, -118.2917)"
0002749782-0001-2,VILLAGE MINI MART INC,VILLAGE MINI MART,220 W 7TH STREET,LOS ANGELES,90014-1823,220 7TH 90014-1823,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),14,05/06/2014,,"(34.0449, -118.2528)"
0000032242-0020-9,SMART & FINAL STORES LLC,SMART & FINAL #456,3607 S VERMONT AVENUE,LOS ANGELES,90007-3945,3607 VERMONT 90007-3945,POST OFFICE BOX #512377,LOS ANGELES,90051-0377,445100,Grocery stores (including supermarkets & convenience stores without gas),9,07/11/1994,,"(34.0229, -118.2915)"
0000999137-0001-1,"MY ORCHARD, LLC",,2530   COMMODORE STREET,LOS ANGELES,90032-2505,2530 COMMODORE 90032-2505,2530   COMMODORE STREET,LOS ANGELES,90032-2505,445100,Grocery stores (including supermarkets & convenience stores without gas),14,06/01/2003,,"(34.0767, -118.1961)"
0002972067-0001-0,ABDUL ABISOYE KALEJAIYE,RAJO AFRICAN MARKET,5356   CRENSHAW BLVD,LOS ANGELES,90043-1810,5356 CRENSHAW 90043-1810,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),8,03/07/2017,,"(33.9936, -118.3305)"
0002918852-0001-4,ROSA BELTRAN,MARCE MINI MART,10032 S HOOVER STREET,LOS ANGELES,90044-4524,10032 HOOVER 90044-4524,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),8,06/30/2016,,"(33.9447, -118.2866)"
0002994090-0001-6,SANDHU SUPER MARKET INC,LUCKY LIQUORS,4381 S WESTERN AVENUE,LOS ANGELES,90062-1651,4381 WESTERN 90062-1651,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),8,06/29/2017,,"(34.0039, -118.309)"
0000032242-0013-6,SMART & FINAL STORES LLC,SMART & FINAL #315,12210 SANTA MONICA BLVD,LOS ANGELES,90025-2518,12210 SANTA MONICA 90025-2518,POST OFFICE BOX #512377,LOS ANGELES,90051-0377,445100,Grocery stores (including supermarkets & convenience stores without gas),11,08/01/1984,,"(34.04, -118.4646)"
0002961776-0001-2,DORA CASTILLEJOS HERNANDEZ,GRANDES MINIMARKET,4350   MELROSE AVENUE,LOS ANGELES,90029-3543,4350 MELROSE 90029-3543,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),13,02/02/2017,,"(34.0835, -118.2955)"
0000032242-0022-5,SMART & FINAL STORES LLC,SMART & FINAL #330,10113 VENICE BLVD #330,LOS ANGELES,90034-5809,10113 VENICE 90034-5809,POST OFFICE BOX #512377,LOS ANGELES,90051-0377,445100,Grocery stores (including supermarkets & convenience stores without gas),5,04/17/1978,,"(34.0224, -118.4004)"
0002949580-0001-8,MARCELINO LOPEZ,BROTHER'S BARGAIN,6030   COMPTON AVENUE,LOS ANGELES,90001-1312,6030 COMPTON 90001,6030   COMPTON AVENUE,LOS ANGELES,90001-1312,445100,Grocery stores (including supermarkets & convenience stores without gas),0,06/01/2016,,"(33.9847, -118.2474)"
0002920143-0001-6,HARDEEP SINGH,JACK'S MARKET,2811 E CESAR E CHAVEZ AVENUE,LOS ANGELES,90033-3107,2811 CESAR E CHAVEZ 90033-3107,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),14,07/08/2016,,"(34.0444, -118.202)"
0000242419-0001-7,LA BREA KOSHER MARKET INC,LA BREA KOSHER MARKET,410 N LA BREA AVENUE,LOS ANGELES,90036-2626,410 LA BREA 90036-2626,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),5,05/22/1985,,"(34.0784, -118.344)"
0002941497-0001-7,MIGUEL ALVAREZ / GUILLERMA ZEPEDA ESPANA,QUICK E MART,244 E 37TH STREET,LOS ANGELES,90011-2671,244 37TH 90011-2671,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),9,10/01/2016,,"(34.0148, -118.2716)"
0002928206-0001-1,MENGISTAYEHU MAMO,ROSARITO MARKET,10406 S FIGUEROA STREET,LOS ANGELES,90003-4424,10406 FIGUEROA 90003-4424,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),8,08/18/2016,,"(33.9416, -118.2822)"
0002984558-0001-2,SANDRA BERNARDO & VIRGINIA BERNARDO,BERNARDO'S MINI MARKET,4819 S VERMONT AVENUE   UNIT #A,LOS ANGELES,90037-2929,4819 VERMONT 90037-2929,1143 W 62ND STREET,LOS ANGELES,90044-3733,445100,Grocery stores (including supermarkets & convenience stores without gas),9,05/03/2017,,"(33.999, -118.2919)"
0002483120-0002-6,SOCORRO GORDILLO FLORES,COCO'S 99 CTS MINI MARKET,5112 S CENTRAL AVENUE,LOS ANGELES,90011-4714,5112 CENTRAL 90011-4714,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),9,01/05/2017,,"(33.9966, -118.2561)"
0000268926-0001-4,MARTHA JIMENEZ,MARTHA'S MINI MARKET,4122 HOOPER AVENUE,LOS ANGELES,90011-3222,4122 HOOPER 90011-3222,9726   KAUFFMAN AVENUE,SOUTH GATE,90280-5161,445100,Grocery stores (including supermarkets & convenience stores without gas),9,02/12/2001,,"(34.0086, -118.2521)"
0002983357-0001-4,JUNGLE MERCH LLC,,106  1/2   JUDGE JOHN AISO STREET   SUITE #757,LOS ANGELES,90012-3805,106 JUDGE JOHN AISO 90012-3805,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),14,07/01/2016,,"(34.0505, -118.2406)"
0002967046-0001-8,JAIME CARCISO / MARIA DE LOS ANGELES DIMAS,ANGELES MINI MART,8815 S MAIN STREET,LOS ANGELES,90003-3425,8815 MAIN 90003-3425,8815 S MAIN STREET   BUILDING,LOS ANGELES,90003-3425,445100,Grocery stores (including supermarkets & convenience stores without gas),8,01/04/2017,,"(33.9567, -118.2742)"
0002870267-0001-6,TEN XIN INC,,724 N BROADWAY,LOS ANGELES,90012-2820,724 BROADWAY 90012-2820,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),1,12/01/2015,,"(34.0607, -118.239)"
0000032242-0005-5,SMART & FINAL STORES LLC,SMART FINAL #337,8137 S VERMONT AVENUE #337,LOS ANGELES,90044-3535,8137 VERMONT 90044-3535,POST OFFICE BOX #512377,LOS ANGELES,90051-0377,445100,Grocery stores (including supermarkets & convenience stores without gas),8,01/01/1953,,"(33.9648, -118.2918)"
0002931339-0001-0,HYANG JA YU,ANA'S MARKET,6601 S MAIN STREET,LOS ANGELES,90003-1529,6601 MAIN 90003-1529,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),9,09/07/2016,,"(33.9795, -118.2742)"
0000310969-0001-8,MANUEL GARCIA,GRECOS MARKET,4534 EAGLE ROCK BLVD,LOS ANGELES,90041-3215,4534 EAGLE ROCK 90041,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),14,,,"(34.1264, -118.2185)"
0002216689-0001-8,FEKERE GEBREMARIAN,INJERA.COM,1046 S FAIRFAX AVENUE,LOS ANGELES,90019-4401,1046 FAIRFAX 90019-4401,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),10,01/20/2007,,"(34.057, -118.3643)"
0000965230-0001-0,JUAN CASTANEDA,MERCADOS LOS PAISANOS,5757 ALDAMA STREET,LOS ANGELES,90042-2559,5757 ALDAMA 90042,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),1,,,"(34.1165, -118.1925)"
0000163642-0001-7,REYNALDO R ROMERO,THREE D MARKET,1380 W SUNSET BLVD,LOS ANGELES,90026-4450,1380 SUNSET 90026-4450,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),1,05/06/1998,,"(34.0737, -118.2516)"
0000857897-0001-5,EARLE TAYLOR,E AND D DISCOUNT MARKET,1513 W MARTIN LUTHER KING JR BLVD,LOS ANGELES,90062-1743,1513 MARTIN LUTHER KING JR 90062,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),8,,,"(34.0108, -118.3039)"
0000127562-0001-0,HABTE MOGOS,BIG O LIQUOR,4626 S VERMONT AVENUE,LOS ANGELES,90037-2926,4626 VERMONT 90037-2926,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),9,,,"(34.0014, -118.2915)"
0000795447-0001-0,SUKHDEV SINGH MULTANI,REGGIES LIQUOR & JR MARKET,2700 HOOPER AVENUE,LOS ANGELES,90011-2102,2700 HOOPER 90011-2102,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),9,06/25/2003,,"(34.0157, -118.2508)"
0000299887-0001-9,V MARKET,,456 N FAIRFAX AVENUE,LOS ANGELES,90036-1717,456 FAIRFAX 90036-1717,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),5,,,"(34.0796, -118.3614)"
0003205614-0001-1,DANIEL ERNESTO VANEGAS,MINI MARKET LOS VANEGAS,1729 W SLAUSON AVENUE,LOS ANGELES,90047-1120,1729 SLAUSON 90047,4916   SLAUSON AVENUE,MAYWOOD,90270-3021,445100,Grocery stores (including supermarkets & convenience stores without gas),8,08/03/2020,,"(33.9894, -118.308)"
0003194001-0001-9,ALONDRA FELIX,LAS ALONDRAS MINI MART,4122 S CENTRAL AVENUE,LOS ANGELES,90011-3154,4122 CENTRAL 90011,4122 S CENTRAL AVENUE,LOS ANGELES,90011-3154,445100,Grocery stores (including supermarkets & convenience stores without gas),9,04/23/2020,,"(34.0089, -118.2563)"
0002817795-0001-1,GIANCARLO PICCINI / FRANCISCO RIVERA,GP & FR MINI MART,2621 WHITTIER BLVD,LOS ANGELES,90023-1446,2621 WHITTIER 90023-1446,12107 PIUMA AVENUE,NORWALK,90650-7442,445100,Grocery stores (including supermarkets & convenience stores without gas),14,03/01/2015,,"(34.0329, -118.2124)"
0003206503-0001-1,JESSEE CERVANTES,QUICKMART,1662 1/2 E FLORENCE AVENUE,LOS ANGELES,90001-2549,1662 1/2 FLORENCE 90001,8856 S WESTERN AVENUE,LOS ANGELES,90047-3328,445100,Grocery stores (including supermarkets & convenience stores without gas),0,08/10/2020,,"(33.9746, -118.2435)"
0003207280-0001-0,ALAN DIAZ,ALAN AND PATY'S MINI-MARKET,1601 W 12TH STREET,LOS ANGELES,90015-1903,1601 12th 90015-1903,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),1,09/03/2020,,"(34.0465, -118.276)"
0003204158-0001-5,SMOKERS ZONE LOS ANGELES,,2402 S BARRINGTON AVENUE,LOS ANGELES,90064-2907,2402 BARRINGTON 90064-2907,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),11,07/22/2020,,"(34.0314, -118.4453)"
0000782877-0001-5,JAG CONVENIENCE INC,RUSSELL'S CONVENIENCE,505 S FLOWER STREET #B26,LOS ANGELES,90071-2102,505 FLOWER 90071-2182,333 S HOPE STREET SUITE #C120,LOS ANGELES,90071-3049,445100,Grocery stores (including supermarkets & convenience stores without gas),14,07/01/2004,,"(34.0515, -118.256)"
0003206419-0001-4,BALATA WOLDEKIDAN SEBHATU,FLORENCE MARKET & SMOKE SHOP,1614 W FLORENCE AVENUE,LOS ANGELES,90047-2217,1614 FLORENCE 90047,1614 W FLORENCE AVENUE,LOS ANGELES,90047-2217,445100,Grocery stores (including supermarkets & convenience stores without gas),8,08/03/2020,,"(33.9743, -118.3053)"
0003206287-0001-4,MODERN LIQUOR & MARKET,MODERN LIQUOR & MARKET,3894 S WESTERN AVENUE,LOS ANGELES,90062-1104,3894 WESTERN 90062,3894 S WESTERN AVENUE,LOS ANGELES,90062-1104,445100,Grocery stores (including supermarkets & convenience stores without gas),8,09/01/2020,,"(34.0147, -118.3088)"
0003010435-0001-5,TARA'S MARKET,TARA AND JB'S MARKET,12131 WASHINGTON PLACE UNIT #E,LOS ANGELES,90066-5272,12131 WASHINGTON 90066-5272,12131 WASHINGTON PLACE UNIT #E,LOS ANGELES,90066-5272,445100,Grocery stores (including supermarkets & convenience stores without gas),11,10/05/2017,,
0003223637-0001-0,BENVAL INC,EAST VERNON MARKET,1301 E VERNON AVENUE,LOS ANGELES,90011-3722,1301 VERNON 90011-3722,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),9,12/04/2020,,"(34.0041, -118.252)"
0000156484-0001-0,KI JOO / MOK RAN HWANG,CATALINA LIQUOR ON 8TH,3130 W 8TH STREET,LOS ANGELES,90005-1903,3130 8TH 90005-1903,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),10,07/28/1978,,"(34.0577, -118.2954)"
0003007779-0002-5,GROCERY OUTLET INC,,1120 W 6TH STREET   SUITE #103,LOS ANGELES,90017-4905,1120 6TH 90017-4905,5650   HOLLIS STREET,EMERYVILLE,94608-2597,445100,Grocery stores (including supermarkets & convenience stores without gas),1,02/14/2018,,"(34.0541, -118.2626)"
0003222561-0001-8,ANA L. VENTURA,A'S CORNER,2901   MARENGO STREET,LOS ANGELES,90033-2028,2901 MARENGO 90033-2028,15311 1/2   VIRGINIA AVENUE,PARAMOUNT,90723-4452,445100,Grocery stores (including supermarkets & convenience stores without gas),14,12/05/2020,,"(34.0547, -118.1948)"
0003226354-0001-1,CJYK CORPORATION,DAILY FOOD MARKET,2530   MAPLE AVENUE,LOS ANGELES,90011-1430,2530 MAPLE 90011,2530   MAPLE AVENUE,LOS ANGELES,90011-1430,445100,Grocery stores (including supermarkets & convenience stores without gas),9,01/01/2021,,"(34.0239, -118.2649)"
0003228505-0001-8,BANGLADESH FOODS INC.,ROY MARKETS,1119 N WESTERN AVENUE   SUITE #B,LOS ANGELES,90029-1070,1119 WESTERN 90029,8345   RESEDA BLVD   SUITE #222,NORTHRIDGE,91324-5933,445100,Grocery stores (including supermarkets & convenience stores without gas),13,12/28/2020,,"(34.0915, -118.3096)"
